alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,.,com.alibaba.wasp.client.TestAdmin.testCloseEntityGroupWhenServerNameIsEmpty,null,0.318,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,.,com.alibaba.wasp.client.TestAdmin.testEmptyFTable,null,0.273,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,.,com.alibaba.wasp.client.TestAdmin.testGetTableEntityGroups,null,0.312,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,.,com.alibaba.wasp.client.TestAdmin.testSplitUnknownTable,null,0.334,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,.,com.alibaba.wasp.client.TestDataCorrectness.testSelectFromChildTableUsingRandomIndex,null,0.296,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,.,com.alibaba.wasp.client.TestFClientLoadBalance.testExecute,null,0.285,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,.,com.alibaba.wasp.client.TestFromClientSide.testCreateTable,null,0.278,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,.,com.alibaba.wasp.client.TestFromClientSide.testCreateTableAndIndex,null,0.296,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,.,com.alibaba.wasp.client.TestFromClientSide.testLoopCreateDropTable,null,0.291,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,.,com.alibaba.wasp.client.TestFromClientSide.testNormalSql,null,0.293,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,.,com.alibaba.wasp.client.TestFromClientSide.testScanSql,null,0.297,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,.,com.alibaba.wasp.client.TestFromClientSide.testSelectNotUseIndex,null,0.282,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,.,com.alibaba.wasp.client.TestFromClientSide.testSqlExecute,null,0.326,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,fserver,com.alibaba.wasp.fserver.TestEntityGroup.testSplitEntityGroup,null,null,null
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,fserver,com.alibaba.wasp.fserver.TestSplitTransactionOnCluster.testMasterRestartWhenSplittingIsPartial,null,null,null
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,jdbc,com.alibaba.wasp.jdbc.TestJdbcConnectionPool.testConnectionSize,null,null,null
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,jdbc,com.alibaba.wasp.jdbc.TestJdbcConnectionPool.testGetConnection,null,null,null
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,jdbc,com.alibaba.wasp.jdbc.TestJdbcResultSet.testIndexNameSameWithTableName,null,null,null
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,jdbc,com.alibaba.wasp.jdbc.TestPreparedStatement.testInsertQuery,null,null,null
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,master,com.alibaba.wasp.master.TestAssignmentManagerOnCluster.testMoveEntityGroup,null,null,null
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,master,com.alibaba.wasp.master.TestAssignmentManagerOnCluster.testOfflineEntityGroup,null,null,null
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,messagequeue,com.alibaba.wasp.messagequeue.TestPublisher.testPublisher,null,null,null
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,meta,com.alibaba.wasp.meta.TestFMetaStore.testCheckAndInit,null,null,null
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,meta,com.alibaba.wasp.meta.TestFMetaStore.testClean,null,null,null
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,meta,com.alibaba.wasp.meta.TestFMetaStore.testIndex,null,null,null
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,meta,com.alibaba.wasp.meta.TestFMetaStore.testIsTableAvailable,null,null,null
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,meta,com.alibaba.wasp.meta.TestStorageCleanChore.testCleanChore,null,null,null
alibaba/wasp,b2593d8e4b31ca6da0cd2f3e18356338d9b6dace,plan,com.alibaba.wasp.plan.execute.TestExecutionEngine.testExecUpdatePlan,null,null,null
